# data_id,Time(s),FLOP(M),memory(M)
5,2.60,1263.69,284.43
8,2.75,1743.92,336.25
11,2.96,2143.64,381.04
14,3.09,2511.22,439.37
17,3.41,2858.42,467.99
20,3.09,3083.90,515.38
23,2.68,3357.08,542.29
27,2.00,3698.72,605.44
33,1.46,4144.05,649.78
42,1.46,4760.35,815.29
60,1.02,5719.51,785.24
