# data_id,Time(s),FLOP(M),memory(M)
5,7.71,1263.69,284.94
8,8.79,1743.92,330.81
11,9.22,2143.64,403.18
14,9.94,2511.22,420.21
17,10.56,2858.42,460.12
20,10.36,3083.90,492.47
23,9.77,3357.08,543.69
27,9.60,3698.72,630.68
33,9.75,4144.05,691.64
42,10.56,4760.35,699.31
60,11.48,5719.51,881.10
