# data_id,Time(s),FLOP(M),memory(M)
5,1.84,1263.69,287.36
8,2.34,1743.92,337.23
11,2.60,2143.64,369.88
14,2.96,2511.22,503.43
17,3.23,2858.42,600.40
20,3.31,3083.90,573.15
23,3.18,3357.08,562.79
27,2.56,3698.72,580.77
33,2.06,4144.05,592.36
42,0.90,4760.35,688.10
60,1.05,5719.51,848.99
