# data_id,Time(s),FLOP(M),memory(M)
5,1.52,2805.58,310.91
8,1.72,3875.13,358.03
11,2.02,4765.74,445.16
14,2.37,5584.99,442.76
17,2.49,6359.00,540.66
20,2.71,6861.70,516.15
23,2.55,7470.84,591.69
27,2.35,8232.78,614.26
33,2.33,9226.08,652.45
42,1.71,10601.03,749.52
60,1.74,12741.27,827.73
