# data_id,Time(s),FLOP(M),memory(M)
5,1.40,2805.58,312.55
8,1.59,3875.13,395.94
11,1.91,4765.74,428.33
14,2.24,5584.99,469.36
17,2.43,6359.00,493.56
20,2.63,6861.70,519.43
23,2.71,7470.84,526.35
27,2.79,8232.78,570.30
33,2.96,9226.08,639.25
42,1.58,10601.03,718.95
60,1.78,12741.27,817.99
