# data_id,Time(s),FLOP(M),memory(M)
5,1.43,2805.58,313.37
8,1.71,3875.13,357.91
11,2.00,4765.74,426.50
14,2.07,5584.99,504.76
17,2.41,6359.00,542.83
20,2.53,6861.70,589.69
23,2.69,7470.84,577.18
27,2.76,8232.78,591.31
33,2.72,9226.08,658.71
42,2.36,10601.03,732.91
60,2.34,12741.27,872.23
