# data_id,avg_num_points,mean_iou,avg_time(s),avg_addmul(M),memory(M)
5,7852.15,9.77,1.51,2805.58,486.56
8,12528.77,20.90,1.80,3875.13,683.98
11,17185.59,34.25,2.02,4765.74,863.80
14,22117.69,44.75,2.23,5584.99,1042.30
17,27363.28,51.63,2.42,6359.00,1233.02
20,31045.67,54.56,2.58,6861.70,1364.75
23,35872.29,57.30,2.31,7470.84,1571.24
27,42473.96,59.71,1.85,8232.78,1792.27
33,52066.73,62.16,3.43,9226.08,2139.17
42,67247.59,64.90,4.53,10601.03,2703.50
60,94934.27,67.54,5.36,12741.27,3704.27
