# data_id,k_KNN,IOU(%)
4,5,10.95
8,5,20.23
12,5,34.56
16,5,48.80
20,5,56.45
24,5,60.17
28,5,62.08
32,5,63.38
37,5,65.44
41,5,65.77
45,5,66.87
50,5,67.69
55,5,68.40
60,5,68.73
63,5,68.99
69,5,69.25
75,5,69.64
81,5,69.54
87,5,69.65
92,5,69.69
97,5,69.64
