# data_id,Time(s),FLOP(M),memory(M)
5,0.12,2805.58,325.19
8,0.17,3875.13,362.33
11,0.21,4765.74,399.65
14,0.26,5584.99,442.23
17,0.31,6359.00,482.36
20,0.33,6861.70,518.65
23,0.37,7470.84,559.29
27,0.42,8232.78,579.47
33,0.49,9226.08,642.28
42,0.59,10601.03,706.40
60,0.77,12741.27,805.76
