# data_id,k_KNN,IOU(%)
4,1,10.23
8,1,18.30
12,1,34.46
16,1,45.19
20,1,52.02
24,1,57.40
28,1,60.97
32,1,62.71
36,1,64.44
40,1,65.37
44,1,66.46
48,1,67.40
52,1,68.36
56,1,68.97
60,1,70.05
64,1,70.40
68,1,70.76
72,1,71.24
76,1,71.36
80,1,71.57
84,1,71.64
88,1,71.94
92,1,71.81
96,1,71.93
100,1,72.00
