# data_id,k_KNN,IOU(%)
4,2,10.41
8,2,18.09
12,2,31.81
16,2,43.93
20,2,49.72
24,2,55.66
28,2,58.99
32,2,60.90
36,2,62.64
40,2,63.78
44,2,64.85
48,2,66.08
52,2,67.37
56,2,67.92
60,2,69.06
64,2,69.31
68,2,70.10
72,2,70.60
76,2,70.69
80,2,71.00
84,2,71.21
88,2,71.55
92,2,71.30
96,2,71.34
100,2,71.39
