# data_id,Time(s),FLOP(M),memory(M)
5,1.00,1753.85,271.72
8,1.29,2420.66,310.13
11,1.39,2975.48,335.51
14,1.55,3485.53,355.22
17,1.67,3967.17,480.06
20,1.84,4279.78,560.40
23,1.91,4658.47,572.38
27,2.08,5132.01,577.80
33,2.16,5749.15,597.56
42,2.04,6603.10,627.58
60,2.46,7931.81,689.44
