# data_id,Time(s),FLOP(M),memory(M)
5,1.01,1753.85,297.63
8,1.23,2420.66,305.68
11,1.35,2975.48,329.06
14,1.61,3485.53,373.65
17,1.82,3967.17,403.81
20,1.77,4279.78,407.25
23,1.93,4658.47,424.26
27,2.14,5132.01,450.26
33,2.30,5749.15,502.67
42,2.25,6603.10,556.14
60,2.36,7931.81,648.13
