# data_id,Time(s),FLOP(M),memory(M)
5,0.96,1753.85,273.98
8,1.43,2420.66,300.28
11,1.63,2975.48,328.95
14,1.64,3485.53,363.91
17,1.72,3967.17,388.44
20,1.86,4279.78,403.45
23,1.92,4658.47,438.19
27,2.11,5132.01,490.83
33,2.25,5749.15,520.35
42,2.42,6603.10,567.05
60,2.76,7931.81,654.97
