# data_id,Time(s),FLOP(M),memory(M)
5,0.12,438.56,214.47
8,0.16,605.32,234.39
11,0.48,744.09,248.77
14,1.35,871.67,267.30
17,1.58,992.17,321.86
20,1.65,1070.39,290.01
23,1.71,1165.17,316.06
27,1.70,1283.71,345.03
33,1.88,1438.26,359.48
42,2.05,1652.27,435.63
60,2.43,1985.68,442.40
