# data_id,Time(s),FLOP(M),memory(M)
5,0.15,438.56,224.12
8,0.94,605.32,240.84
11,1.22,744.09,266.07
14,1.22,871.67,276.25
17,1.40,992.17,292.95
20,1.49,1070.39,301.88
23,1.58,1165.17,320.22
27,1.70,1283.71,333.59
33,1.94,1438.26,362.41
42,2.10,1652.27,395.23
60,2.43,1985.68,438.52
