# data_id,Time(s),FLOP(M),memory(M)
5,0.12,438.56,214.80
8,0.17,605.32,232.42
11,0.42,744.09,259.03
14,1.35,871.67,279.58
17,1.44,992.17,289.49
20,1.53,1070.39,304.24
23,1.64,1165.17,321.08
27,1.68,1283.71,359.54
33,1.90,1438.26,346.83
42,2.11,1652.27,379.84
60,2.41,1985.68,448.71
