# data_id,Time(s),FLOP(M),memory(M)
5,0.27,701.49,239.23
8,1.23,968.94,269.96
11,1.67,1191.65,278.23
14,1.86,1396.54,295.88
17,2.07,1590.13,318.67
20,2.06,1715.87,357.36
23,2.17,1868.26,372.16
27,2.37,2058.90,395.92
33,2.48,2307.50,421.19
42,2.47,2651.75,458.88
60,2.61,3188.04,527.09
