# data_id,Time(s),FLOP(M),memory(M)
5,0.64,701.49,235.55
8,1.46,968.94,254.10
11,1.69,1191.65,275.34
14,1.72,1396.54,292.22
17,1.93,1590.13,322.39
20,2.06,1715.87,342.14
23,2.31,1868.26,350.92
27,2.50,2058.90,363.51
33,2.55,2307.50,401.43
42,2.59,2651.75,456.87
60,2.59,3188.04,512.10
