# data_id,Time(s),FLOP(M),memory(M)
5,3.60,701.49,231.53
8,4.25,968.94,256.53
11,4.63,1191.65,292.31
14,5.07,1396.54,307.17
17,5.40,1590.13,319.35
20,5.80,1715.87,326.96
23,5.96,1868.26,369.07
27,6.32,2058.90,389.33
33,6.64,2307.50,412.96
42,7.00,2651.75,458.69
60,7.52,3188.04,518.39
