# data_id,k_KNN,IOU(%)
4,1,10.07
8,1,16.36
12,1,30.60
16,1,46.86
20,1,54.58
24,1,58.24
28,1,60.85
32,1,62.90
37,1,64.73
41,1,66.13
45,1,67.03
50,1,67.87
55,1,68.81
60,1,69.62
63,1,69.76
69,1,70.42
75,1,70.58
81,1,70.93
87,1,70.93
92,1,71.07
97,1,71.22
