# data_id,k_KNN,IOU(%)
4,2,10.41
8,2,18.55
12,2,32.62
16,2,43.63
20,2,50.43
24,2,54.99
28,2,58.16
32,2,60.42
36,2,62.39
40,2,63.84
44,2,65.10
48,2,66.11
52,2,67.22
56,2,67.96
60,2,68.70
64,2,69.19
68,2,69.63
72,2,69.95
76,2,70.17
80,2,70.44
84,2,70.65
88,2,70.80
92,2,71.00
96,2,71.05
100,2,71.18
