# data_id,k_KNN,IOU(%)
4,3,10.17
8,3,16.47
12,3,30.76
16,3,46.96
20,3,54.65
24,3,58.31
28,3,60.91
32,3,62.96
37,3,64.79
41,3,66.20
45,3,67.11
50,3,67.94
55,3,68.89
60,3,69.69
63,3,69.83
69,3,70.47
75,3,70.62
81,3,70.96
87,3,70.95
92,3,71.09
97,3,71.22
