# data_id,k_KNN,IOU(%)
4,5,10.22
8,5,16.55
12,5,30.86
16,5,47.01
20,5,54.68
24,5,58.34
28,5,60.91
32,5,62.96
37,5,64.80
41,5,66.22
45,5,67.13
50,5,67.96
55,5,68.91
60,5,69.71
63,5,69.85
69,5,70.49
75,5,70.64
81,5,70.97
87,5,70.96
92,5,71.09
97,5,71.22
