# data_id,k_KNN,IOU(%)
4,3,10.50
8,3,18.88
12,3,33.38
16,3,44.38
20,3,51.06
24,3,55.49
28,3,58.59
32,3,60.81
36,3,62.73
40,3,64.15
44,3,65.35
48,3,66.34
52,3,67.44
56,3,68.15
60,3,68.87
64,3,69.33
68,3,69.74
72,3,70.04
76,3,70.25
80,3,70.51
84,3,70.70
88,3,70.84
92,3,71.02
96,3,71.07
100,3,71.18
