# data_id,k_KNN,IOU(%)
5,4,12.12
8,4,21.18
11,4,32.07
14,4,43.00
17,4,50.37
20,4,53.76
23,4,56.56
27,4,59.13
33,4,62.36
42,4,65.95
60,4,69.04
