# data_id,k_KNN,IOU(%)
4,5,10.57
8,5,18.98
12,5,33.48
16,5,44.45
20,5,51.10
24,5,55.49
28,5,58.59
32,5,60.80
36,5,62.72
40,5,64.14
44,5,65.36
48,5,66.34
52,5,67.44
56,5,68.15
60,5,68.87
64,5,69.33
68,5,69.75
72,5,70.05
76,5,70.26
80,5,70.51
84,5,70.71
88,5,70.84
92,5,71.03
96,5,71.07
100,5,71.18
