# data_id,k_KNN,IOU(%)
4,1,10.40
8,1,18.71
12,1,33.13
16,1,44.21
20,1,50.94
24,1,55.41
28,1,58.54
32,1,60.78
36,1,62.70
40,1,64.11
44,1,65.32
48,1,66.30
52,1,67.40
56,1,68.11
60,1,68.83
64,1,69.28
68,1,69.70
72,1,70.01
76,1,70.22
80,1,70.48
84,1,70.67
88,1,70.82
92,1,71.01
96,1,71.06
100,1,71.18
