# data_id,Time(s),FLOP(M),memory(M)
5,2.68,5054.38,475.71
8,3.05,6975.06,551.62
11,3.33,8573.70,721.00
14,3.66,10043.73,702.07
17,3.82,11432.19,781.22
20,3.52,12333.80,789.77
23,2.50,13426.11,838.65
27,1.57,14792.07,937.48
33,1.03,16572.28,1007.81
42,1.13,19035.40,1143.16
60,1.27,22867.14,1503.43
