# data_id,Time(s),FLOP(M),memory(M)
5,3.34,5054.38,445.67
8,3.42,6975.06,520.05
11,3.35,8573.70,598.67
14,3.72,10043.73,676.57
17,3.28,11432.19,738.60
20,3.09,12333.80,788.45
23,2.52,13426.11,896.65
27,1.78,14792.07,944.38
33,1.10,16572.28,1029.80
42,1.11,19035.40,1233.77
60,1.28,22867.14,1423.14
