# data_id,Time(s),FLOP(M),memory(M)
5,3.00,5054.38,425.58
8,3.14,6975.06,506.38
11,3.40,8573.70,625.29
14,3.80,10043.73,709.95
17,3.91,11432.19,798.89
20,3.55,12333.80,894.88
23,2.64,13426.11,869.58
27,1.97,14792.07,965.70
33,1.00,16572.28,1064.77
42,1.03,19035.40,1303.96
60,1.26,22867.14,1560.33
