# data_id,Time(s),FLOP(M),memory(M)
5,0.07,438.56,211.90
8,0.09,605.32,233.98
11,0.11,744.09,246.92
14,0.14,871.67,260.61
17,0.16,992.17,279.53
20,0.17,1070.39,284.74
23,0.19,1165.17,300.11
27,0.22,1283.71,320.83
33,0.25,1438.26,339.63
42,0.31,1652.27,403.58
60,0.40,1985.68,454.05
